"metric","dataset","method","seed","value"
"Weighted-F1","CF*","GLAD","42","84.9998"
"Weighted-F1","CF*","GLAD","43","84.9998"
"Weighted-F1","CF*","GLAD","44","84.9998"
"Weighted-F1","CF*","GLAD","45","84.9998"
"Weighted-F1","CF*","GLAD","46","84.9998"
"Weighted-F1","Face","GLAD","42","61.0103"
"Weighted-F1","Face","GLAD","43","61.0103"
"Weighted-F1","Face","GLAD","44","61.0103"
"Weighted-F1","Face","GLAD","45","61.0103"
"Weighted-F1","Face","GLAD","46","61.0103"
"Weighted-F1","LabelMe","GLAD","42","76.7837"
"Weighted-F1","LabelMe","GLAD","43","76.7837"
"Weighted-F1","LabelMe","GLAD","44","76.7837"
"Weighted-F1","LabelMe","GLAD","45","76.7837"
"Weighted-F1","LabelMe","GLAD","46","76.7837"
"Weighted-F1","MS","GLAD","42","78.8162"
"Weighted-F1","MS","GLAD","43","78.8162"
"Weighted-F1","MS","GLAD","44","78.8162"
"Weighted-F1","MS","GLAD","45","78.8162"
"Weighted-F1","MS","GLAD","46","78.8162"
"Weighted-F1","Possent","GLAD","42","95.184"
"Weighted-F1","Possent","GLAD","43","95.184"
"Weighted-F1","Possent","GLAD","44","95.184"
"Weighted-F1","Possent","GLAD","45","95.184"
"Weighted-F1","Possent","GLAD","46","95.184"
"Weighted-F1","RTE","GLAD","42","92.497"
"Weighted-F1","RTE","GLAD","43","92.497"
"Weighted-F1","RTE","GLAD","44","92.497"
"Weighted-F1","RTE","GLAD","45","92.497"
"Weighted-F1","RTE","GLAD","46","92.497"
"Weighted-F1","Temp","GLAD","42","93.2882"
"Weighted-F1","Temp","GLAD","43","93.2882"
"Weighted-F1","Temp","GLAD","44","93.2882"
"Weighted-F1","Temp","GLAD","45","93.2882"
"Weighted-F1","Temp","GLAD","46","93.2882"
"Weighted-F1","Bird","GOVERN","42","79.8354"
"Weighted-F1","Bird","GOVERN","43","88.7831"
"Weighted-F1","Bird","GOVERN","44","82.2759"
"Weighted-F1","Bird","GOVERN","45","85.0441"
"Weighted-F1","Bird","GOVERN","46","86.9643"
"Weighted-F1","CF","GOVERN","42","90.3918"
"Weighted-F1","CF","GOVERN","43","88.3814"
"Weighted-F1","CF","GOVERN","44","87.6929"
"Weighted-F1","CF","GOVERN","45","89.6266"
"Weighted-F1","CF","GOVERN","46","90.6565"
"Weighted-F1","CF*","GOVERN","42","83.8088"
"Weighted-F1","CF*","GOVERN","43","83.9019"
"Weighted-F1","CF*","GOVERN","44","83.8368"
"Weighted-F1","CF*","GOVERN","45","84.1577"
"Weighted-F1","CF*","GOVERN","46","84.0992"
"Weighted-F1","Face","GOVERN","42","65.6228"
"Weighted-F1","Face","GOVERN","43","62.8367"
"Weighted-F1","Face","GOVERN","44","64.0146"
"Weighted-F1","Face","GOVERN","45","65.5083"
"Weighted-F1","Face","GOVERN","46","65.8613"
"Weighted-F1","LabelMe","GOVERN","42","77.7006"
"Weighted-F1","LabelMe","GOVERN","43","77.9311"
"Weighted-F1","LabelMe","GOVERN","44","76.7251"
"Weighted-F1","LabelMe","GOVERN","45","77.2372"
"Weighted-F1","LabelMe","GOVERN","46","76.726"
"Weighted-F1","MS","GOVERN","42","78.2376"
"Weighted-F1","MS","GOVERN","43","78.7485"
"Weighted-F1","MS","GOVERN","44","78.2978"
"Weighted-F1","MS","GOVERN","45","75.7367"
"Weighted-F1","MS","GOVERN","46","71.653"
"Weighted-F1","Possent","GOVERN","42","95.9967"
"Weighted-F1","Possent","GOVERN","43","95.4918"
"Weighted-F1","Possent","GOVERN","44","95.7927"
"Weighted-F1","Possent","GOVERN","45","95.7927"
"Weighted-F1","Possent","GOVERN","46","95.9931"
"Weighted-F1","RTE","GOVERN","42","93.375"
"Weighted-F1","RTE","GOVERN","43","92.6241"
"Weighted-F1","RTE","GOVERN","44","93.25"
"Weighted-F1","RTE","GOVERN","45","93.0"
"Weighted-F1","RTE","GOVERN","46","92.6249"
"Weighted-F1","Temp","GOVERN","42","93.72458444025176"
"Weighted-F1","Temp","GOVERN","43","94.16952720771204"
"Weighted-F1","Temp","GOVERN","44","93.93246238331156"
"Weighted-F1","Temp","GOVERN","45","94.3863431485649"
"Weighted-F1","Temp","GOVERN","46","94.3863431485649"
"Weighted-F1","Bird","MV","42","74.9346"
"Weighted-F1","Bird","MV","43","74.9346"
"Weighted-F1","Bird","MV","44","74.9346"
"Weighted-F1","Bird","MV","45","74.9346"
"Weighted-F1","Bird","MV","46","74.9346"
"Weighted-F1","CF","MV","42","87.7083"
"Weighted-F1","CF","MV","43","89.1335"
"Weighted-F1","CF","MV","44","88.5392"
"Weighted-F1","CF","MV","45","88.4352"
"Weighted-F1","CF","MV","46","87.7269"
"Weighted-F1","CF*","MV","42","84.9994"
"Weighted-F1","CF*","MV","43","84.98"
"Weighted-F1","CF*","MV","44","84.9811"
"Weighted-F1","CF*","MV","45","84.6585"
"Weighted-F1","CF*","MV","46","84.3254"
"Weighted-F1","Face","MV","42","61.6449"
"Weighted-F1","Face","MV","43","61.5427"
"Weighted-F1","Face","MV","44","61.4833"
"Weighted-F1","Face","MV","45","61.4814"
"Weighted-F1","Face","MV","46","61.9702"
"Weighted-F1","LabelMe","MV","42","76.0012"
"Weighted-F1","LabelMe","MV","43","75.2597"
"Weighted-F1","LabelMe","MV","44","75.6006"
"Weighted-F1","LabelMe","MV","45","76.0089"
"Weighted-F1","LabelMe","MV","46","76.7687"
"Weighted-F1","MS","MV","42","72.7823"
"Weighted-F1","MS","MV","43","71.021"
"Weighted-F1","MS","MV","44","71.2949"
"Weighted-F1","MS","MV","45","70.9458"
"Weighted-F1","MS","MV","46","70.1628"
"Weighted-F1","Possent","MV","42","92.9879"
"Weighted-F1","Possent","MV","43","93.3935"
"Weighted-F1","Possent","MV","44","93.1955"
"Weighted-F1","Possent","MV","45","93.5926"
"Weighted-F1","Possent","MV","46","93.294"
"Weighted-F1","RTE","MV","42","89.8533"
"Weighted-F1","RTE","MV","43","89.9668"
"Weighted-F1","RTE","MV","44","91.236"
"Weighted-F1","RTE","MV","45","89.8533"
"Weighted-F1","RTE","MV","46","89.4763"
"Weighted-F1","Temp","MV","42","93.3078"
"Weighted-F1","Temp","MV","43","93.0928"
"Weighted-F1","Temp","MV","44","93.3035"
"Weighted-F1","Temp","MV","45","93.7395"
"Weighted-F1","Temp","MV","46","93.0928"
"Weighted-F1","Bird","PM","42","77.7336"
"Weighted-F1","Bird","PM","43","77.7336"
"Weighted-F1","Bird","PM","44","77.7336"
"Weighted-F1","Bird","PM","45","77.7336"
"Weighted-F1","Bird","PM","46","77.7336"
"Weighted-F1","CF","PM","42","88.3868"
"Weighted-F1","CF","PM","43","89.1382"
"Weighted-F1","CF","PM","44","89.1387"
"Weighted-F1","CF","PM","45","87.9691"
"Weighted-F1","CF","PM","46","88.7693"
"Weighted-F1","CF*","PM","42","84.9505"
"Weighted-F1","CF*","PM","43","84.9178"
"Weighted-F1","CF*","PM","44","84.9194"
"Weighted-F1","CF*","PM","45","84.9178"
"Weighted-F1","CF*","PM","46","84.9194"
"Weighted-F1","Face","PM","42","57.7858"
"Weighted-F1","Face","PM","43","57.7858"
"Weighted-F1","Face","PM","44","57.7858"
"Weighted-F1","Face","PM","45","57.7858"
"Weighted-F1","Face","PM","46","57.7858"
"Weighted-F1","LabelMe","PM","42","73.6205"
"Weighted-F1","LabelMe","PM","43","73.7214"
"Weighted-F1","LabelMe","PM","44","73.403"
"Weighted-F1","LabelMe","PM","45","73.0896"
"Weighted-F1","LabelMe","PM","46","73.9931"
"Weighted-F1","MS","PM","42","79.9558"
"Weighted-F1","MS","PM","43","79.6536"
"Weighted-F1","MS","PM","44","80.119"
"Weighted-F1","MS","PM","45","79.9458"
"Weighted-F1","MS","PM","46","79.7485"
"Weighted-F1","Possent","PM","42","95.083"
"Weighted-F1","Possent","PM","43","94.982"
"Weighted-F1","Possent","PM","44","95.083"
"Weighted-F1","Possent","PM","45","95.083"
"Weighted-F1","Possent","PM","46","95.083"
"Weighted-F1","RTE","PM","42","91.9999"
"Weighted-F1","RTE","PM","43","92.25"
"Weighted-F1","RTE","PM","44","91.9999"
"Weighted-F1","RTE","PM","45","92.125"
"Weighted-F1","RTE","PM","46","92.25"
"Weighted-F1","Temp","PM","42","94.1603"
"Weighted-F1","Temp","PM","43","94.3778"
"Weighted-F1","Temp","PM","44","94.1629"
"Weighted-F1","Temp","PM","45","94.5928"
"Weighted-F1","Temp","PM","46","94.1653"
"Weighted-F1","Bird","TiReMGE","42","39.6825"
"Weighted-F1","Bird","TiReMGE","43","39.6825"
"Weighted-F1","Bird","TiReMGE","44","39.6825"
"Weighted-F1","Bird","TiReMGE","45","39.6825"
"Weighted-F1","Bird","TiReMGE","46","39.6825"
"Weighted-F1","CF","TiReMGE","42","87.8894"
"Weighted-F1","CF","TiReMGE","43","87.9883"
"Weighted-F1","CF","TiReMGE","44","87.9883"
"Weighted-F1","CF","TiReMGE","45","87.5386"
"Weighted-F1","CF","TiReMGE","46","87.3642"
"Weighted-F1","CF*","TiReMGE","42","83.4718"
"Weighted-F1","CF*","TiReMGE","43","83.4718"
"Weighted-F1","CF*","TiReMGE","44","83.4718"
"Weighted-F1","CF*","TiReMGE","45","83.4718"
"Weighted-F1","CF*","TiReMGE","46","83.1645"
"Weighted-F1","Face","TiReMGE","42","61.0147"
"Weighted-F1","Face","TiReMGE","43","61.1871"
"Weighted-F1","Face","TiReMGE","44","61.0147"
"Weighted-F1","Face","TiReMGE","45","61.1576"
"Weighted-F1","Face","TiReMGE","46","61.2178"
"Weighted-F1","LabelMe","TiReMGE","42","76.118"
"Weighted-F1","LabelMe","TiReMGE","43","76.1634"
"Weighted-F1","LabelMe","TiReMGE","44","76.0134"
"Weighted-F1","LabelMe","TiReMGE","45","75.8978"
"Weighted-F1","LabelMe","TiReMGE","46","75.8447"
"Weighted-F1","MS","TiReMGE","42","71.2362"
"Weighted-F1","MS","TiReMGE","43","71.0897"
"Weighted-F1","MS","TiReMGE","44","71.1764"
"Weighted-F1","MS","TiReMGE","45","71.4063"
"Weighted-F1","MS","TiReMGE","46","71.795"
"Weighted-F1","Possent","TiReMGE","42","93.7959"
"Weighted-F1","Possent","TiReMGE","43","93.6872"
"Weighted-F1","Possent","TiReMGE","44","93.8973"
"Weighted-F1","Possent","TiReMGE","45","93.6872"
"Weighted-F1","Possent","TiReMGE","46","93.5848"
"Weighted-F1","RTE","TiReMGE","42","91.6234"
"Weighted-F1","RTE","TiReMGE","43","91.6234"
"Weighted-F1","RTE","TiReMGE","44","91.6234"
"Weighted-F1","RTE","TiReMGE","45","87.3979"
"Weighted-F1","RTE","TiReMGE","46","91.6234"
"Weighted-F1","Temp","TiReMGE","42","93.9454"
"Weighted-F1","Temp","TiReMGE","43","93.9454"
"Weighted-F1","Temp","TiReMGE","44","93.9454"
"Weighted-F1","Temp","TiReMGE","45","93.9454"
"Weighted-F1","Temp","TiReMGE","46","93.9454"
